title,abstract,author_keywords,keywords_normalized,combined_text,year,citations,doi,authors,source,eid,query_distance,rank
Fintech-based financial inclusion and bank risk-taking: Evidence from OIC countries,"Financial inclusion has gone beyond the rhetoric surrounding social development and financial stability, but also expanding into pathos of arbitrage benefits made from cheap retail deposits by large banks and banks from technologically developed regions. This study investigates whether a higher degree of fintech-based financial inclusion (FFI) intensifies banks’ risk-taking by analysing data from 534 banks from 24 OIC countries. The results indicate that higher degree of FFI controls bank's risk-taking behaviour. The nexus turns stronger in the post-industrial revolution 4.0 (IR4.0) era. Our results are robust across multiple proxies and estimation methods. We discuss how competition surrounding investing in fintech may expose the banks towards severe uncertainty.","['Banks’ risk-taking', 'Financial inclusion', 'Financial stability', 'Fintech', 'Z-score']","['banks’ risk-taking', 'financial inclusion', 'financial stability', 'fintech', 'z-score']","Fintech-based financial inclusion and bank risk-taking: Evidence from OIC countries Financial inclusion has gone beyond the rhetoric surrounding social development and financial stability, but also expanding into pathos of arbitrage benefits made from cheap retail deposits by large banks and banks from technologically developed regions. This study investigates whether a higher degree of fintech-based financial inclusion (FFI) intensifies banks’ risk-taking by analysing data from 534 banks from 24 OIC countries. The results indicate that higher degree of FFI controls bank's risk-taking behaviour. The nexus turns stronger in the post-industrial revolution 4.0 (IR4.0) era. Our results are robust across multiple proxies and estimation methods. We discuss how competition surrounding investing in fintech may expose the banks towards severe uncertainty.",2021,195,10.1016/j.intfin.2021.101447,Banna H.,Journal of International Financial Markets Institutions and Money,2-s2.0-85117378710,0.2979163676160921,11
Can Fintech development improve the financial inclusion of village and township banks? Evidence from China,"Enhancing the financial inclusion of financial institutions enables more vulnerable groups to obtain opportunities to access loans—an essential prerequisite for achieving the United Nations' Sustainable Development Goals. The main purpose of this study is to explore whether the development of Fintech impacts the financial inclusion of village and township banks (VTBs). Using the micro survey data of 900 VTBs, this paper empirically analyzes the impact of financial technology on the financial inclusion of VTBs and explores the mediating role of mobile banking adoption. The results demonstrate that the development of Fintech can improve the financial inclusion of VTBs through the application of mobile banking. Notably, VTBs can significantly contribute to financial inclusion by adopting an online and offline service model, though mobile banking is substituting physical branches with the rapid development of financial technology. Further analysis finds that the development of Fintech has prompted VTBs to increase the inclusiveness of loans to rural households, loans to poor households, and loans to small and micro enterprises. Furthermore, rural credit institutions and city commercial banks as the main shareholders are conducive to strengthening the role of Fintech in promoting the financial inclusion of VTBs. Finally, the development of Fintech has a stronger competitive incentive for VTBs located in the eastern regions.","['Financial inclusion', 'Fintech', 'Mobile banking', 'Village and township banks']","['financial inclusion', 'fintech', 'mobile banking', 'village and township banks']","Can Fintech development improve the financial inclusion of village and township banks? Evidence from China Enhancing the financial inclusion of financial institutions enables more vulnerable groups to obtain opportunities to access loans—an essential prerequisite for achieving the United Nations' Sustainable Development Goals. The main purpose of this study is to explore whether the development of Fintech impacts the financial inclusion of village and township banks (VTBs). Using the micro survey data of 900 VTBs, this paper empirically analyzes the impact of financial technology on the financial inclusion of VTBs and explores the mediating role of mobile banking adoption. The results demonstrate that the development of Fintech can improve the financial inclusion of VTBs through the application of mobile banking. Notably, VTBs can significantly contribute to financial inclusion by adopting an online and offline service model, though mobile banking is substituting physical branches with the rapid development of financial technology. Further analysis finds that the development of Fintech has prompted VTBs to increase the inclusiveness of loans to rural households, loans to poor households, and loans to small and micro enterprises. Furthermore, rural credit institutions and city commercial banks as the main shareholders are conducive to strengthening the role of Fintech in promoting the financial inclusion of VTBs. Finally, the development of Fintech has a stronger competitive incentive for VTBs located in the eastern regions.",2024,36,10.1016/j.pacfin.2024.102324,Chen X.,Pacific Basin Finance Journal,2-s2.0-85187561749,0.299581872901838,12
How fintech adoption is affecting the size of rural bank lending?,"In the context of the digital economy, the enabling role of fintech for commercial banks deserves in-depth study. Based on unbalanced panel data of 174 rural banks from 2016 to 2020, this study uses Python technique to measure the fintech adoption index of rural banks and uses ordinary least squares (OLS) and stepwise regression to test the impact of fintech adoption on loan size of rural banks and the mechanism of its effect. The study shows that the impact of fintech applications on loan size of rural banks shows an inverted U-shaped trend of rising and then falling. The mechanism analysis finds that risk-taking plays a nonlinear mediating role between fintech adoption and rural bank loan size.","['Fintech adoption', 'loan size', 'risk-taking', 'rural bank']","['fintech adoption', 'loan size', 'risk-taking', 'rural bank']","How fintech adoption is affecting the size of rural bank lending? In the context of the digital economy, the enabling role of fintech for commercial banks deserves in-depth study. Based on unbalanced panel data of 174 rural banks from 2016 to 2020, this study uses Python technique to measure the fintech adoption index of rural banks and uses ordinary least squares (OLS) and stepwise regression to test the impact of fintech adoption on loan size of rural banks and the mechanism of its effect. The study shows that the impact of fintech applications on loan size of rural banks shows an inverted U-shaped trend of rising and then falling. The mechanism analysis finds that risk-taking plays a nonlinear mediating role between fintech adoption and rural bank loan size.",2025,4,10.1080/13504851.2023.2259584,Chao N.,Applied Economics Letters,2-s2.0-85171673909,0.30002577448756407,13
Fintech-based Financial Inclusion and Risk-taking of Microfinance Institutions (MFIs): Evidence from Sub-Saharan Africa,"Fintech innovations are rapidly transforming the global financial industry and easing the financial inclusion initiatives of microfinance institutions (MFIs). Such technological transformations are expected to promote stability in the financial system and in turn reduce the risk-taking behavior of its main actors. However, there is limited or no empirical evidence to confirm the impact of fintech-based financial inclusion (FinFI) on the risk-taking behavior of Sub-Saharan African MFIs. Thus, we have developed a new index to measure FinFI and empirically assess its role in reducing the risk-taking attitude of MFIs. The validity of our results was confirmed by using various robustness tests.","['financial inclusion', 'Financial technology', 'fintech-based financial inclusion', 'microfinance institutions', 'risk-taking behavior', 'Sub-Saharan Africa']","['financial inclusion', 'financial technology', 'fintech-based financial inclusion', 'microfinance institutions', 'risk-taking behavior', 'sub-saharan africa']","Fintech-based Financial Inclusion and Risk-taking of Microfinance Institutions (MFIs): Evidence from Sub-Saharan Africa Fintech innovations are rapidly transforming the global financial industry and easing the financial inclusion initiatives of microfinance institutions (MFIs). Such technological transformations are expected to promote stability in the financial system and in turn reduce the risk-taking behavior of its main actors. However, there is limited or no empirical evidence to confirm the impact of fintech-based financial inclusion (FinFI) on the risk-taking behavior of Sub-Saharan African MFIs. Thus, we have developed a new index to measure FinFI and empirically assess its role in reducing the risk-taking attitude of MFIs. The validity of our results was confirmed by using various robustness tests.",2022,143,10.1016/j.frl.2021.102149,Banna H.,Finance Research Letters,2-s2.0-85107147974,0.30122595586857304,14
"Fintech credit, big tech credit and income inequality","The rise of alternative credit lines, powered by the digital revolution, comes with a promise of additional funding to the economy. In the paper, I explore whether the growth of fintech and big tech credit can be associated with changes in income inequality. For this purpose, I utilize a rich panel of 78 countries over the 2013–2019 period. I find that rise of fintech and big tech credit is indeed associated with a reduction in income inequality. However, this somewhat wanting result emerges only in countries with an already high level of financial inclusion.","['Big tech', 'Digital lending', 'Fintech', 'Inclusion', 'Income inequality']","['big tech', 'digital lending', 'fintech', 'inclusion', 'income inequality']","Fintech credit, big tech credit and income inequality The rise of alternative credit lines, powered by the digital revolution, comes with a promise of additional funding to the economy. In the paper, I explore whether the growth of fintech and big tech credit can be associated with changes in income inequality. For this purpose, I utilize a rich panel of 78 countries over the 2013–2019 period. I find that rise of fintech and big tech credit is indeed associated with a reduction in income inequality. However, this somewhat wanting result emerges only in countries with an already high level of financial inclusion.",2023,44,10.1016/j.frl.2022.103387,Hodula M.,Finance Research Letters,2-s2.0-85139856128,0.3012378774832615,15
"BigTech, FinTech, and banks: A tangle or unity?","We examined the dual impact of BigTech and FinTech financing on traditional banking metrics like personal loans, credit risk, and bank performance. Through baseline regressions, alternative measures, endogeneity checks, and sub-sample analysis, our findings reveal an inverse relationship between BigTech and FinTech financing with personal loans and credit risk, suggesting severe challenges to traditional banking practices. Conversely, a positive correlation with bank performance indicates that while BigTech and FinTech disrupt certain aspects of banking, they also present opportunities for adaptation to blockchain-based financing mechanisms. Further evidence also confirmed these findings. The study informs various policymakers, stakeholder, and academic scholars.","['BigTech', 'Credit Risk', 'FinTech', 'Performance', 'Personal loans']","['bigtech', 'credit risk', 'fintech', 'performance', 'personal loans']","BigTech, FinTech, and banks: A tangle or unity? We examined the dual impact of BigTech and FinTech financing on traditional banking metrics like personal loans, credit risk, and bank performance. Through baseline regressions, alternative measures, endogeneity checks, and sub-sample analysis, our findings reveal an inverse relationship between BigTech and FinTech financing with personal loans and credit risk, suggesting severe challenges to traditional banking practices. Conversely, a positive correlation with bank performance indicates that while BigTech and FinTech disrupt certain aspects of banking, they also present opportunities for adaptation to blockchain-based financing mechanisms. Further evidence also confirmed these findings. The study informs various policymakers, stakeholder, and academic scholars.",2024,35,10.1016/j.frl.2024.105490,Karim S.,Finance Research Letters,2-s2.0-85192341781,0.30235065969931196,16
"Role of fintech in credit risk management: an analysis of Islamic banks in Indonesia, Malaysia, UAE and Pakistan","Purpose: The purpose of this study aims to examine the effect of fintech on pre- and post-financing credit risks faced by the Islamic banks. Design/methodology/approach: This research uses primary data for fintech awareness and adoption and secondary data of various financial and economic variables from 2009 to 2021. It uses baseline regression to identify moderation of fintech controlling gross domestic products, size, return on assets and leverage. The findings are confirmed using robustness against key variable bias. It also uses a dynamic panel two-stage generalized method of moments for endogeneity. Findings: The study finds that the fintech awareness and adoption are not the same across all Islamic countries. The Asia Pacific region is far ahead of the other two regions where Indonesia is ahead in terms of fintech awareness and adoption, and Malaysia is ahead in terms of reaping its benefits in credit risk management. Fintech affects prefinancing credit risk significantly more than postfinancing credit risk. Also, the study finds that Islamic banks suffer from the problem of “Adverse selection under Shariah compliance.” Practical implications: This research invites regulators to introduce fintech in Islamic banks on war footing. Similar studies can be conducted on the role of other risks such as operational and market risks. Fintech will also help in improving the risk profile and stability of Islamic banks against systemic risks and financial crises. Originality/value: This research has variety of originalities. First, it is the pioneering study that addresses the effect of fintech pre- and post-financing credit risks in Islamic banks. Second, it identifies “Adverse selection under Shariah compliance” for Islamic banks. Third, it helps identify how fintech can be useful in reducing credit risk that will help in reducing capital charge for regulatory capital.","['Credit risk', 'Dynamic panel two-stage GMM', 'Fintech', 'Postfinancing', 'Prefinancing', 'Sustainable financial development']","['credit risk', 'dynamic panel two-stage gmm', 'fintech', 'postfinancing', 'prefinancing', 'sustainable financial development']","Role of fintech in credit risk management: an analysis of Islamic banks in Indonesia, Malaysia, UAE and Pakistan Purpose: The purpose of this study aims to examine the effect of fintech on pre- and post-financing credit risks faced by the Islamic banks. Design/methodology/approach: This research uses primary data for fintech awareness and adoption and secondary data of various financial and economic variables from 2009 to 2021. It uses baseline regression to identify moderation of fintech controlling gross domestic products, size, return on assets and leverage. The findings are confirmed using robustness against key variable bias. It also uses a dynamic panel two-stage generalized method of moments for endogeneity. Findings: The study finds that the fintech awareness and adoption are not the same across all Islamic countries. The Asia Pacific region is far ahead of the other two regions where Indonesia is ahead in terms of fintech awareness and adoption, and Malaysia is ahead in terms of reaping its benefits in credit risk management. Fintech affects prefinancing credit risk significantly more than postfinancing credit risk. Also, the study finds that Islamic banks suffer from the problem of “Adverse selection under Shariah compliance.” Practical implications: This research invites regulators to introduce fintech in Islamic banks on war footing. Similar studies can be conducted on the role of other risks such as operational and market risks. Fintech will also help in improving the risk profile and stability of Islamic banks against systemic risks and financial crises. Originality/value: This research has variety of originalities. First, it is the pioneering study that addresses the effect of fintech pre- and post-financing credit risks in Islamic banks. Second, it identifies “Adverse selection under Shariah compliance” for Islamic banks. Third, it helps identify how fintech can be useful in reducing credit risk that will help in reducing capital charge for regulatory capital.",2023,19,10.1108/JSTPM-06-2022-0104,Shah S.A.A.,Journal of Science and Technology Policy Management,2-s2.0-85153776696,0.3054791893861757,17
Impact of the development of FinTech by commercial banks on bank credit risk,"This paper constructs FinTech development indicators of commercial banks through web crawler, and uses the data of 138 Chinese commercial banks from 2013 to 2021 to investigate the impact of the development of FinTech of commercial banks on bank credit risk. The results show that the development of FinTech significantly reduces the credit risk level of commercial banks, among which the application of FinTech in the digital risk control of banks plays an important role in reducing bank credit risk, and the development of FinTech in small and medium-sized banks has a greater inhibitory effect on credit risk.","['Bank credit risk', 'Digital risk control', 'FinTech']","['bank credit risk', 'digital risk control', 'fintech']","Impact of the development of FinTech by commercial banks on bank credit risk This paper constructs FinTech development indicators of commercial banks through web crawler, and uses the data of 138 Chinese commercial banks from 2013 to 2021 to investigate the impact of the development of FinTech of commercial banks on bank credit risk. The results show that the development of FinTech significantly reduces the credit risk level of commercial banks, among which the application of FinTech in the digital risk control of banks plays an important role in reducing bank credit risk, and the development of FinTech in small and medium-sized banks has a greater inhibitory effect on credit risk.",2023,70,10.1016/j.frl.2023.103857,Zhang Y.,Finance Research Letters,2-s2.0-85152430146,0.3073377003061981,18
Banking evolution in the digital age: How digital financial inclusion induces systematic financial risk?,"Using panel data from 16 Chinese commercial banks (2011–2022), this study investigates the relationship between digital financial inclusion (DFI) and systemic financial risk. Findings reveal that DFI dimensions differentially affect systemic risk—service depth and digitalization significantly increase risk, while geographical coverage has minimal impact. We identify leverage level and administration costs as critical mediating mechanisms, while capital adequacy and liquidity management capability serve as significant moderating factors. These findings underscore the theoretical underpinnings and regulatory implications of balancing financial innovation with stability in rapidly changing digital landscapes.","['Banking stability', 'Digital inclusive finance', 'Financial technology innovation', 'Risk transmission mechanisms']","['banking stability', 'digital inclusive finance', 'financial technology innovation', 'risk transmission mechanisms']","Banking evolution in the digital age: How digital financial inclusion induces systematic financial risk? Using panel data from 16 Chinese commercial banks (2011–2022), this study investigates the relationship between digital financial inclusion (DFI) and systemic financial risk. Findings reveal that DFI dimensions differentially affect systemic risk—service depth and digitalization significantly increase risk, while geographical coverage has minimal impact. We identify leverage level and administration costs as critical mediating mechanisms, while capital adequacy and liquidity management capability serve as significant moderating factors. These findings underscore the theoretical underpinnings and regulatory implications of balancing financial innovation with stability in rapidly changing digital landscapes.",2025,7,10.1016/j.frl.2025.107351,Xie J.,Finance Research Letters,2-s2.0-105002665814,0.3086747555223236,19
Exploring the Synergy Between Financial Technologies and Financial Inclusion: What We Know and Where We Should Be Heading?,"Background: Innovative financial technologies (fintech) are gradually changing how financial transactions and processes are conducted. The adoption of fintech not only benefits the financial sector but can also have a broader impact on society. Due to their ability to provide customized services to a wide range of stakeholders, fintech is gaining traction and experiencing significant growth. Compared to traditional financial institutions, fintech companies can reach a wider audience and operate more efficiently. In addition to upending traditional financial services, fintech can also provide financial services to marginalized groups. We argue that fintech research and practice should focus on seizing opportunities and addressing challenges related to financial inclusion, especially in emerging markets. Method:We conducted a systematic literature review of 178 articles to understand the relationship between fintech and financial inclusion. Results: Our analysis highlights six fintech research themes: fintech and financial inclusion, fintech adoption and use, fintech and sectoral growth, fintech and lending, and technology shaping the fintech. We also present four future themes (basic, driving, niche, and emerging or declining research) that can accelerate financial inclusion. Conclusions: This study highlights the synergies between fintech and financial inclusion research. This study contributes to existing knowledge in three ways. First, the descriptive analysis maps existing research on fintech and financial inclusion. Second, the qualitative analysis provides a comprehensive overview of how fintech and financial inclusion topics is interconnected. Third, future research areas for fintech and financial inclusion were identified. In general, fintech democratizes financial inclusion for the unbanked and marginalized communities while reducing operating costs. Governments should promote financial inclusion among those most vulnerable and affected by global threats.","['Financial Inclusion', 'Financial Technology', 'Fintech', 'Peer-to-Peer Lending', 'Systematic Literature Review']","['financial inclusion', 'financial technology', 'fintech', 'peer-to-peer lending', 'systematic literature review']","Exploring the Synergy Between Financial Technologies and Financial Inclusion: What We Know and Where We Should Be Heading? Background: Innovative financial technologies (fintech) are gradually changing how financial transactions and processes are conducted. The adoption of fintech not only benefits the financial sector but can also have a broader impact on society. Due to their ability to provide customized services to a wide range of stakeholders, fintech is gaining traction and experiencing significant growth. Compared to traditional financial institutions, fintech companies can reach a wider audience and operate more efficiently. In addition to upending traditional financial services, fintech can also provide financial services to marginalized groups. We argue that fintech research and practice should focus on seizing opportunities and addressing challenges related to financial inclusion, especially in emerging markets. Method:We conducted a systematic literature review of 178 articles to understand the relationship between fintech and financial inclusion. Results: Our analysis highlights six fintech research themes: fintech and financial inclusion, fintech adoption and use, fintech and sectoral growth, fintech and lending, and technology shaping the fintech. We also present four future themes (basic, driving, niche, and emerging or declining research) that can accelerate financial inclusion. Conclusions: This study highlights the synergies between fintech and financial inclusion research. This study contributes to existing knowledge in three ways. First, the descriptive analysis maps existing research on fintech and financial inclusion. Second, the qualitative analysis provides a comprehensive overview of how fintech and financial inclusion topics is interconnected. Third, future research areas for fintech and financial inclusion were identified. In general, fintech democratizes financial inclusion for the unbanked and marginalized communities while reducing operating costs. Governments should promote financial inclusion among those most vulnerable and affected by global threats.",2023,23,10.17705/1pais.15104,Vijayakumar Bharathi S.,Pacific Asia Journal of the Association for Information Systems,2-s2.0-85162240135,0.31068407057960745,20
Effect of FinCredit on income inequality: the moderating role of financial inclusion,"This paper examines the direct effect of FinCredit on income inequality and the moderating effect of Financial Inclusion. Using a dual-process variable selection approach, we develop an optimal model to test two hypotheses and explore how FinCredit influences direct and indirect income inequality. Our study has made a pioneering contribution to the literature by identifying the direct positive impact of FinCredit on income inequality, which previous research had not yet revealed. Additionally, we have discovered new evidence on the crucial role of Financial Inclusion in enhancing the positive effects of FinCredit on reducing income inequality. We provide reliable scientific empirical evidence that clarifies the confusion surrounding fintech credit and encourages its development. Practical managerial implications can be inferred from the moderating role of financial inclusion on the positive effect of fintech credit on income inequality. These results have significant policy implications for promoting FinCredit and Financial Inclusion to reduce income inequality in the era of digital transformation.","['C11', 'D31', 'D63', 'F62', 'Feature selection', 'Financial inclusion', 'FinCredit', 'FinTech', 'Income inequality', 'O']","['c11', 'd31', 'd63', 'f62', 'feature selection', 'financial inclusion', 'fincredit', 'fintech', 'income inequality', 'o']","Effect of FinCredit on income inequality: the moderating role of financial inclusion This paper examines the direct effect of FinCredit on income inequality and the moderating effect of Financial Inclusion. Using a dual-process variable selection approach, we develop an optimal model to test two hypotheses and explore how FinCredit influences direct and indirect income inequality. Our study has made a pioneering contribution to the literature by identifying the direct positive impact of FinCredit on income inequality, which previous research had not yet revealed. Additionally, we have discovered new evidence on the crucial role of Financial Inclusion in enhancing the positive effects of FinCredit on reducing income inequality. We provide reliable scientific empirical evidence that clarifies the confusion surrounding fintech credit and encourages its development. Practical managerial implications can be inferred from the moderating role of financial inclusion on the positive effect of fintech credit on income inequality. These results have significant policy implications for promoting FinCredit and Financial Inclusion to reduce income inequality in the era of digital transformation.",2024,4,10.1007/s11156-023-01226-4,Pham X.T.T.,Review of Quantitative Finance and Accounting,2-s2.0-85178161160,0.3120389930432236,21
Digital disruption in financing: Are fintech and bigtech credit reshaping corporate access to capital?,"This study examines the role of fintech and bigtech credit, collectively referred to as alternative digital credit, in alleviating corporate financing constraints across 70 countries from 2013 to 2019. The findings indicate that alternative digital credit alleviates financing constraints by reducing investment-to-cash flow sensitivity, particularly in developing countries. This effect is more pronounced in financially developed markets with strong institutional frameworks but less competitive banking sectors. The advantages of alternative digital credit are particularly notable for small, young, and manufacturing firms. Firms engaged in international trade and those owned by foreign investors face fewer constraints due to their inherent advantages. Consistency checks using alternative measures of financing constraints reaffirm these findings. The analysis of transmission channels further highlights that the entry of fintech and bigtech firms weakens banks’ market power, encouraging greater competition in the banking sector and ultimately lowering firms’ financing constraints. These insights highlight the transformative potential of alternative digital credit in promoting financial inclusion and propose targeted policies to enhance its adoption globally.","['Bigtech Credit', 'Conventional Financial Sector', 'Financial Constraints', 'Fintech Credit', 'Total Alternative Credit']","['bigtech credit', 'conventional financial sector', 'financial constraints', 'fintech credit', 'total alternative credit']","Digital disruption in financing: Are fintech and bigtech credit reshaping corporate access to capital? This study examines the role of fintech and bigtech credit, collectively referred to as alternative digital credit, in alleviating corporate financing constraints across 70 countries from 2013 to 2019. The findings indicate that alternative digital credit alleviates financing constraints by reducing investment-to-cash flow sensitivity, particularly in developing countries. This effect is more pronounced in financially developed markets with strong institutional frameworks but less competitive banking sectors. The advantages of alternative digital credit are particularly notable for small, young, and manufacturing firms. Firms engaged in international trade and those owned by foreign investors face fewer constraints due to their inherent advantages. Consistency checks using alternative measures of financing constraints reaffirm these findings. The analysis of transmission channels further highlights that the entry of fintech and bigtech firms weakens banks’ market power, encouraging greater competition in the banking sector and ultimately lowering firms’ financing constraints. These insights highlight the transformative potential of alternative digital credit in promoting financial inclusion and propose targeted policies to enhance its adoption globally.",2025,8,10.1016/j.intfin.2025.102198,Khan H.H.,Journal of International Financial Markets Institutions and Money,2-s2.0-105009595151,0.3134585729925021,22
The rise of digital finance: Financial inclusion or debt trap?,"This study focuses on the impact of digital finance on households. While digital finance has brought financial inclusion, it has also increased the risk of households falling into a debt trap. We provide evidence that supports this notion and explain the channel through which digital finance increases the likelihood of financial distress. Our results show that the widespread use of digital finance increases credit market participation. The broadened access to credit markets increases household consumption by changing the marginal propensity to consume. However, the easier access to credit markets also increases the risk of households falling into a debt trap.","['Debt trap', 'Digital financial literacy', 'Digital lending', 'Financial inclusion', 'Fintech']","['debt trap', 'digital financial literacy', 'digital lending', 'financial inclusion', 'fintech']","The rise of digital finance: Financial inclusion or debt trap? This study focuses on the impact of digital finance on households. While digital finance has brought financial inclusion, it has also increased the risk of households falling into a debt trap. We provide evidence that supports this notion and explain the channel through which digital finance increases the likelihood of financial distress. Our results show that the widespread use of digital finance increases credit market participation. The broadened access to credit markets increases household consumption by changing the marginal propensity to consume. However, the easier access to credit markets also increases the risk of households falling into a debt trap.",2022,391,10.1016/j.frl.2021.102604,Yue P.,Finance Research Letters,2-s2.0-85122276865,0.3137332260714907,23
Fintech development and corporate credit risk: Evidence from an emerging market,"This paper analyzes the impact of fintech development on the credit risk of non-financial firms. Using the city-level fintech development index constructed based on data from Ant Finance Service Group, we find that: (1) non-financial firms in cities with better fintech services have lower credit risk; (2) two channels identified are financial constraints and corporate investment efficiency; (3) the role of fintech development in reducing corporate credit risk are more pronounced for non-state-owned firms, small and medium-sized firms, firms in regions with a lower level of marketization, and firms experiencing economic contraction. Our research provides implications for the development of fintech in an emerging market.","['Corporate investment efficiency', 'Credit risk', 'Financial constraints', 'Fintech development', 'Non-financial firms']","['corporate investment efficiency', 'credit risk', 'financial constraints', 'fintech development', 'non-financial firms']","Fintech development and corporate credit risk: Evidence from an emerging market This paper analyzes the impact of fintech development on the credit risk of non-financial firms. Using the city-level fintech development index constructed based on data from Ant Finance Service Group, we find that: (1) non-financial firms in cities with better fintech services have lower credit risk; (2) two channels identified are financial constraints and corporate investment efficiency; (3) the role of fintech development in reducing corporate credit risk are more pronounced for non-state-owned firms, small and medium-sized firms, firms in regions with a lower level of marketization, and firms experiencing economic contraction. Our research provides implications for the development of fintech in an emerging market.",2024,46,10.1016/j.irfa.2024.103084,Tan C.,International Review of Financial Analysis,2-s2.0-85183542548,0.3139810847157747,24
Defeating the Dark Sides of FinTech: A Regression-Based Analysis of Digitalization’s Role in Fostering Consumers’ Financial Inclusion in Central and Eastern Europe,"Financial technologies metamorphose economies with customer-focused innovation. In this way, financial inclusion is fostered and economic growth is increased. However, risks, trust issues, and ethical concerns stem from the faster advancement of digital technologies and expanding financial innovation. Thus, this paper aims to understand the risks and barriers associated with FinTech and consumer adoption, focussing on the impact of digitalization on financial products/services’ acceptance. The research investigates the impact of digitalization on financial services and the recognition of the role played in the global economy by FinTech. For this reason, the regression analysis was used to explore the influence and correlation of various variables on FinTech in Central and Eastern European (CEE) countries, such as Internet usage, online shopping, paying bills via the Internet, and making and receiving digital payments. The results show differences between three clusters of CEEs in terms of FinTech adoption. While several past studies have explored the advantages of FinTech, few studies have investigated the risks associated with its adoption, trust, and barriers to its usage in different country contexts. The present paper fills the gap by analysing the data on Internet usage, online shopping, paying bills via Internet, and sending or receiving digital payments in CEE countries. The study recommends that FinTech companies share information online not only to present their offerings to users, but also to promote financial education through clear and straightforward communication about the features of their services. This approach can indirectly benefit society by contributing to financial development, inclusion, social stability, and, consequently, sustainable development.","['Central and Eastern European countries', 'digitalization', 'financial inclusion', 'FinTech', 'innovation']","['central and eastern european countries', 'digitalization', 'financial inclusion', 'fintech', 'innovation']","Defeating the Dark Sides of FinTech: A Regression-Based Analysis of Digitalization’s Role in Fostering Consumers’ Financial Inclusion in Central and Eastern Europe Financial technologies metamorphose economies with customer-focused innovation. In this way, financial inclusion is fostered and economic growth is increased. However, risks, trust issues, and ethical concerns stem from the faster advancement of digital technologies and expanding financial innovation. Thus, this paper aims to understand the risks and barriers associated with FinTech and consumer adoption, focussing on the impact of digitalization on financial products/services’ acceptance. The research investigates the impact of digitalization on financial services and the recognition of the role played in the global economy by FinTech. For this reason, the regression analysis was used to explore the influence and correlation of various variables on FinTech in Central and Eastern European (CEE) countries, such as Internet usage, online shopping, paying bills via the Internet, and making and receiving digital payments. The results show differences between three clusters of CEEs in terms of FinTech adoption. While several past studies have explored the advantages of FinTech, few studies have investigated the risks associated with its adoption, trust, and barriers to its usage in different country contexts. The present paper fills the gap by analysing the data on Internet usage, online shopping, paying bills via Internet, and sending or receiving digital payments in CEE countries. The study recommends that FinTech companies share information online not only to present their offerings to users, but also to promote financial education through clear and straightforward communication about the features of their services. This approach can indirectly benefit society by contributing to financial development, inclusion, social stability, and, consequently, sustainable development.",2024,7,10.3390/risks12110178,Panait M.C.,Risks,2-s2.0-85210550741,0.31547799228429285,25
FinTech and financial sustainability: A mediating role of financial inclusion,"Technological advancements and shifts in the financial landscape have made it imperative to delve into the nexus between FinTech, financial inclusion, and financial sustainability. Surprisingly, contemporary research has largely overlooked this crucial area of investigation. The current study examines the impact of changes primarily driven by FinTech and how they mediated financial inclusion to foster financial sustainability. For this purpose, the study encompassed a dataset of 141 countries from 2011 to 2021 and employed Structural Equation Modeling (SEM). In addition, the Sobel-Goodman test was employed to provide a comprehensive and robust understanding of the nexus. Our results across all specifications demonstrate that financial inclusion mediates the nexus between FinTech and financial sustainability. Furthermore, in some specifications, FinTech adversely affects financial sustainability by posing risk and regulatory challenges. Moreover, these findings remain robust in the whole sample and subsamples of developed and developing countries. These outcomes hold significant implications, as they underscore how FinTech enhances access to financial services, reshapes the financial landscape, and indirectly contributes substantially to financial sustainability.","['Financial inclusion', 'Financial sustainability', 'FinTech', 'Panel data analysis']","['financial inclusion', 'financial sustainability', 'fintech', 'panel data analysis']","FinTech and financial sustainability: A mediating role of financial inclusion Technological advancements and shifts in the financial landscape have made it imperative to delve into the nexus between FinTech, financial inclusion, and financial sustainability. Surprisingly, contemporary research has largely overlooked this crucial area of investigation. The current study examines the impact of changes primarily driven by FinTech and how they mediated financial inclusion to foster financial sustainability. For this purpose, the study encompassed a dataset of 141 countries from 2011 to 2021 and employed Structural Equation Modeling (SEM). In addition, the Sobel-Goodman test was employed to provide a comprehensive and robust understanding of the nexus. Our results across all specifications demonstrate that financial inclusion mediates the nexus between FinTech and financial sustainability. Furthermore, in some specifications, FinTech adversely affects financial sustainability by posing risk and regulatory challenges. Moreover, these findings remain robust in the whole sample and subsamples of developed and developing countries. These outcomes hold significant implications, as they underscore how FinTech enhances access to financial services, reshapes the financial landscape, and indirectly contributes substantially to financial sustainability.",2025,20,10.1016/j.techfore.2025.124129,Ullah S.,Technological Forecasting and Social Change,2-s2.0-105003772072,0.3157211487624677,26
