annotator,keyword_set,keyword,label,novelty,rationale
openai:gpt-4o,ELIGIBLE,innovation performance,GAP,3.0,Innovation performance is known but its specific impact on digital transformation needs more research.
openai:gpt-4o,ELIGIBLE,innovative culture,GAP,5.0,Innovative culture is important for digital transformation but requires more detailed investigation.
openai:gpt-4o,ELIGIBLE,intellectual capital,GAP,6.0,Intellectual capital is relevant but underexplored in the context of digital transformation and firm performance.
openai:gpt-4o,ELIGIBLE,managerial cognition,GAP,7.0,Managerial cognition is crucial for understanding digital transformation but is not extensively studied.
openai:gpt-4o,ELIGIBLE,manufacturing digitalization,GAP,8.0,Manufacturing digitalization is a specific area with high potential for new insights in digital transformation.
openai:gpt-4o,ELIGIBLE,market performance,EXPLORED,2.0,Market performance is a well-known concept in strategic management.
openai:gpt-4o,ELIGIBLE,mittelstand firms,GAP,6.0,"The role of dynamic capabilities in the digital transformation of mittelstand firms is underexplored, offering potential for new insights."
openai:gpt-4o,ELIGIBLE,multimedia mindset,GAP,3.0,"While not extensively covered, the concept of a multimedia mindset in digital transformation could provide valuable insights into organizational mechanisms."
openai:gpt-4o,ELIGIBLE,organisational remodelling,GAP,7.0,"Organisational remodelling as a mediator in digital transformation is not extensively explored, presenting research opportunities."
openai:gpt-4o,ELIGIBLE,organizational adaptability,GAP,5.0,Organizational adaptability is moderately explored but still holds potential for further research in the context of digital transformation.
openai:gpt-4o,ELIGIBLE,organizational innovation,GAP,4.0,"While a well-known concept, its specific role in mediating digital transformation and firm performance needs more exploration."
openai:gpt-4o,ELIGIBLE,organizational readiness,GAP,5.0,"Organizational readiness for digital transformation is partially explored, with room for further investigation."
openai:gpt-4o,ELIGIBLE,organizational resilience,GAP,4.0,"The concept is moderately explored, but its specific impact on digital transformation processes warrants further study."
openai:gpt-4o,ELIGIBLE,process development,GAP,3.0,"Process development in the context of digital transformation is not extensively covered, offering research potential."
openai:gpt-4o,ELIGIBLE,process-based perspective,GAP,6.0,"A process-based perspective on digital transformation is underexplored, providing opportunities for new insights."
openai:gpt-4o,ELIGIBLE,relational collaboration,GAP,5.0,"Relational collaboration as a mediator in digital transformation is not extensively explored, presenting research opportunities."
openai:gpt-4o,ELIGIBLE,response performance,GAP,4.0,"Response performance in the context of digital transformation is moderately explored, with potential for further research."
openai:gpt-4o,ELIGIBLE,smart factory,GAP,3.0,"The concept of smart factories is partially explored in digital transformation, with room for further investigation."
openai:gpt-4o,ELIGIBLE,social capital,GAP,5.0,"Social capital's role in digital transformation is moderately explored, offering potential for further research."
openai:gpt-4o,ELIGIBLE,social media,EXPLORED,2.0,Social media's impact on digital transformation is well-explored in the literature.
openai:gpt-4o,ELIGIBLE,strategic aggressiveness,GAP,4.0,"Strategic aggressiveness in digital transformation is moderately explored, with potential for further research."
openai:gpt-4o,ELIGIBLE,strategic agility,GAP,5.0,Strategic agility is moderately explored but still holds potential for further research in the context of digital transformation.
openai:gpt-4o,ELIGIBLE,strategic planning,EXPLORED,2.0,Strategic planning is a well-known area with extensive literature coverage.
openai:gpt-4o,ELIGIBLE,strategic renewal,GAP,6.0,"Strategic renewal in the context of digital transformation is underexplored, offering research opportunities."
openai:gpt-4o,ELIGIBLE,technology adoption,EXPLORED,2.0,Technology adoption is a well-explored area in the context of digital transformation.
openai:gpt-4o,ELIGIBLE,technology disruption,GAP,3.0,"Technology disruption is partially explored in digital transformation, with room for further investigation."
anthropic:claude-sonnet-4-6,ELIGIBLE,absorptive capacity,EXPLORED,2.0,"Absorptive capacity is a foundational construct extensively theorised and empirically tested in relation to dynamic capabilities and technology adoption, leaving little unexplored territory in this domain."
anthropic:claude-sonnet-4-6,ELIGIBLE,change management,GAP,3.0,"While change management is broadly studied, its specific role as an organisational mechanism mediating digital transformation outcomes in established firms remains underexplored relative to the research problem."
anthropic:claude-sonnet-4-6,ELIGIBLE,collaborative innovation,GAP,5.0,The role of collaborative innovation as an organisational mechanism linking digital technology adoption and firm performance is discussed but not extensively theorised within the dynamic capabilities framework.
anthropic:claude-sonnet-4-6,ELIGIBLE,company performance,EXPLORED,1.0,Company performance is a generic outcome variable ubiquitous across strategic management literature and is not a distinctive research gap in itself.
anthropic:claude-sonnet-4-6,ELIGIBLE,design capabilities,GAP,6.0,Design capabilities as a specific dynamic capability enabling digital transformation and influencing firm performance is a relatively underexplored construct in the strategic management literature.
anthropic:claude-sonnet-4-6,ELIGIBLE,differentiation strategy,GAP,3.0,The moderating role of differentiation strategy in the relationship between digital technology adoption and firm performance has received some but not exhaustive attention in the literature.
anthropic:claude-sonnet-4-6,ELIGIBLE,digital barriers,GAP,6.0,Organisational and institutional barriers to digital transformation in established firms are acknowledged but insufficiently theorised as mediating or moderating mechanisms in the dynamic capabilities framework.
anthropic:claude-sonnet-4-6,ELIGIBLE,digital disruption,GAP,3.0,Digital disruption is discussed in the literature but its precise mechanisms affecting established firms' dynamic capabilities and performance pathways warrant further systematic investigation.
anthropic:claude-sonnet-4-6,ELIGIBLE,digital literacy,GAP,5.0,Digital literacy as an organisational-level capability mediating the link between digital technology adoption and firm performance is underexplored relative to individual-level treatments in the literature.
anthropic:claude-sonnet-4-6,ELIGIBLE,digital platforms,GAP,4.0,"Digital platforms are studied in innovation and strategy literature, but their role as organisational mechanisms within the dynamic capabilities–digital transformation–performance chain is not fully elaborated."
anthropic:claude-sonnet-4-6,ELIGIBLE,digital technologies,EXPLORED,2.0,"Digital technologies as a broad category is the central construct of the research problem itself and is extensively covered in the literature, making it a field label rather than a gap."
anthropic:claude-sonnet-4-6,ELIGIBLE,digital technology,EXPLORED,2.0,"A lexical variant of 'digital technologies,' equally well-explored and serving as a core construct rather than an identifiable research gap."
anthropic:claude-sonnet-4-6,ELIGIBLE,disruptive innovation,GAP,3.0,Disruptive innovation theory intersects with digital transformation research but its integration with dynamic capabilities as a mediating mechanism for established-firm performance remains partially explored.
anthropic:claude-sonnet-4-6,ELIGIBLE,emerging market,GAP,5.0,"The applicability of dynamic capabilities frameworks for digital transformation in emerging-market contexts is underexplored, as most empirical work focuses on advanced economies."
anthropic:claude-sonnet-4-6,ELIGIBLE,emerging technologies,GAP,4.0,"How specific emerging technologies (e.g., AI, blockchain) interact with dynamic capabilities to drive transformation and performance in established firms is an active but still developing research area."
anthropic:claude-sonnet-4-6,ELIGIBLE,enterprise agility,GAP,6.0,Enterprise agility as a distinct organisational mechanism mediating between digital technology adoption and firm performance is gaining attention but lacks comprehensive theoretical grounding in the dynamic capabilities literature.
anthropic:claude-sonnet-4-6,ELIGIBLE,family business,GAP,6.0,"The intersection of family business governance, dynamic capabilities, and digital transformation is a relatively nascent area with limited empirical evidence on performance implications."
anthropic:claude-sonnet-4-6,ELIGIBLE,financial performance,EXPLORED,2.0,Financial performance is a standard dependent variable in strategic management research and does not represent a novel research gap in the context of digital transformation studies.
anthropic:claude-sonnet-4-6,ELIGIBLE,green innovation,GAP,5.0,"The relationship between digital transformation, dynamic capabilities, and green innovation as a performance dimension is emerging but not yet well integrated in the literature."
anthropic:claude-sonnet-4-6,ELIGIBLE,innovation performance,GAP,3.0,Innovation performance as a specific outcome of dynamic capabilities in digital transformation contexts is studied but the mediating mechanisms linking digital adoption to this outcome are not fully mapped.
anthropic:claude-sonnet-4-6,ELIGIBLE,innovative culture,GAP,5.0,Innovative culture as an organisational mechanism mediating the dynamic capabilities–digital transformation–performance relationship is conceptually relevant but empirically underexplored.
anthropic:claude-sonnet-4-6,ELIGIBLE,intellectual capital,GAP,5.0,"The role of intellectual capital components (human, structural, relational) as mediators between digital technology adoption and firm performance within a dynamic capabilities lens is insufficiently theorised."
anthropic:claude-sonnet-4-6,ELIGIBLE,managerial cognition,GAP,7.0,Managerial cognition as a micro-foundation of dynamic capabilities shaping digital transformation decisions and performance outcomes is a growing but still underdeveloped research area.
anthropic:claude-sonnet-4-6,ELIGIBLE,manufacturing digitalization,GAP,6.0,"Manufacturing digitalization (e.g., Industry 4.0) as a context-specific application of dynamic capabilities with distinct organisational mechanisms and performance effects is active but not exhaustively studied."
anthropic:claude-sonnet-4-6,ELIGIBLE,market performance,GAP,3.0,Market performance as a distinct outcome dimension (separate from financial performance) in digital transformation research is discussed but the mediating organisational mechanisms are not well delineated.
anthropic:claude-sonnet-4-6,ELIGIBLE,mittelstand firms,GAP,7.0,"Digital transformation in German Mittelstand (mid-sized family-owned firms) is an emerging research context with distinct governance and resource constraints that differentiate it from large corporations, offering meaningful research potential."
anthropic:claude-sonnet-4-6,ELIGIBLE,multimedia mindset,NOISE,2.0,"This term lacks a clear, established theoretical definition in strategic management or digital transformation literature and has no conceivable rigorous connection to the research problem."
anthropic:claude-sonnet-4-6,ELIGIBLE,organisational remodelling,GAP,5.0,"Structural and process reconfiguration as a mechanism linking digital technology adoption to performance is underexplored relative to cultural or capability-based explanations, offering moderate research potential."
anthropic:claude-sonnet-4-6,ELIGIBLE,organizational adaptability,GAP,4.0,"While related to dynamic capabilities, organizational adaptability as a distinct mediating mechanism between digital technology adoption and firm performance has not been exhaustively theorized or empirically tested."
anthropic:claude-sonnet-4-6,ELIGIBLE,organizational innovation,GAP,3.0,Organizational innovation is broadly discussed in the literature but its specific mediating role between dynamic capabilities and digital transformation outcomes remains incompletely mapped.
anthropic:claude-sonnet-4-6,ELIGIBLE,organizational readiness,GAP,5.0,"Organizational readiness as a precondition or mediator for successful digital transformation is recognized but lacks comprehensive empirical grounding, particularly regarding which readiness dimensions matter most for performance."
anthropic:claude-sonnet-4-6,ELIGIBLE,organizational resilience,GAP,6.0,The intersection of organizational resilience and digital transformation—especially how dynamic capabilities build resilience that sustains performance—is an emerging and underexplored area.
anthropic:claude-sonnet-4-6,ELIGIBLE,process development,GAP,3.0,Process development is a broad and partially explored topic; its specific role as an organizational mechanism mediating digital technology adoption and firm performance warrants further investigation.
anthropic:claude-sonnet-4-6,ELIGIBLE,process-based perspective,GAP,5.0,Applying a process-based theoretical lens to dynamic capabilities and digital transformation offers a distinct analytical angle that is less developed than variance-based approaches in the literature.
anthropic:claude-sonnet-4-6,ELIGIBLE,relational collaboration,GAP,6.0,How inter-organizational relational collaboration enables or mediates digital transformation outcomes in established firms is relatively underexplored compared to internal capability-focused research.
anthropic:claude-sonnet-4-6,ELIGIBLE,response performance,GAP,4.0,Response performance as a specific performance dimension capturing speed and quality of organizational reactions to digital disruption is not well-theorized as a distinct outcome variable in this literature.
anthropic:claude-sonnet-4-6,ELIGIBLE,smart factory,GAP,6.0,"Smart factory implementation represents a concrete digital transformation context where dynamic capabilities and organizational mechanisms can be studied, yet empirical evidence linking these to firm performance remains limited."
anthropic:claude-sonnet-4-6,ELIGIBLE,social capital,GAP,4.0,Social capital's role as an organizational mechanism mediating between digital technology adoption and firm performance is acknowledged but not deeply integrated into dynamic capabilities frameworks.
anthropic:claude-sonnet-4-6,ELIGIBLE,social media,EXPLORED,2.0,"Social media adoption and its effects on firm performance are extensively studied in the management literature, making this a well-explored area with limited additional novelty for the stated research problem."
anthropic:claude-sonnet-4-6,ELIGIBLE,strategic aggressiveness,GAP,6.0,"Strategic aggressiveness as a moderator or mediator in the relationship between dynamic capabilities, digital transformation, and performance is rarely examined and offers meaningful research potential."
anthropic:claude-sonnet-4-6,ELIGIBLE,strategic agility,GAP,4.0,Strategic agility is increasingly discussed in digital transformation contexts but its precise mediating mechanisms between dynamic capabilities and firm performance remain incompletely specified empirically.
anthropic:claude-sonnet-4-6,ELIGIBLE,strategic planning,EXPLORED,2.0,"Strategic planning is a foundational and extensively researched concept in strategic management, and its general relationship to firm performance is well established in the literature."
anthropic:claude-sonnet-4-6,ELIGIBLE,strategic renewal,GAP,6.0,Strategic renewal as an outcome and enabler of digital transformation driven by dynamic capabilities is a theoretically rich but empirically underdeveloped area with clear research potential.
anthropic:claude-sonnet-4-6,ELIGIBLE,technology adoption,EXPLORED,2.0,"Technology adoption is a dominant and extensively studied construct in both information systems and strategic management, with well-established models (TAM, DOI) leaving limited novelty in the stated context."
anthropic:claude-sonnet-4-6,ELIGIBLE,technology disruption,GAP,4.0,"While disruption is widely discussed, the specific organizational mechanisms through which established firms' dynamic capabilities help them respond to technology disruption and maintain performance is not fully resolved in the literature."
deepseek:deepseek-v4-pro,ELIGIBLE,absorptive capacity,EXPLORED,2.0,Absorptive capacity is an established core construct extensively used to explain how firms absorb digital technologies and convert them into performance.
deepseek:deepseek-v4-pro,ELIGIBLE,change management,EXPLORED,2.0,Change management is a well-developed area already widely studied as an organisational condition for digital transformation.
deepseek:deepseek-v4-pro,ELIGIBLE,collaborative innovation,EXPLORED,2.0,"Collaborative innovation is an extensively researched mechanism in digital ecosystems and open innovation, offering limited novelty here."
deepseek:deepseek-v4-pro,ELIGIBLE,company performance,EXPLORED,1.0,Company performance is a generic outcome variable already ubiquitous in strategy and digital transformation studies.
deepseek:deepseek-v4-pro,ELIGIBLE,design capabilities,GAP,6.0,"Design capabilities are an emerging but underexplored capability in digital transformation, with limited strategic management research."
deepseek:deepseek-v4-pro,ELIGIBLE,differentiation strategy,EXPLORED,1.0,Differentiation strategy is a classical strategic construct already extensively applied to digital transformation outcomes.
deepseek:deepseek-v4-pro,ELIGIBLE,digital barriers,GAP,4.0,"Digital barriers are frequently catalogued but less often theorised as organisational mechanisms within dynamic capability frameworks, leaving room for investigation."
deepseek:deepseek-v4-pro,ELIGIBLE,digital disruption,EXPLORED,2.0,Digital disruption is a dominant concept with extensive literature on incumbent and established firm responses.
deepseek:deepseek-v4-pro,ELIGIBLE,digital literacy,GAP,5.0,Digital literacy is an emerging organisational capability relevant to technology adoption but remains underexplored in dynamic capability research.
deepseek:deepseek-v4-pro,ELIGIBLE,digital platforms,EXPLORED,2.0,Digital platforms are a dominant area in digital transformation and platform ecosystem research.
deepseek:deepseek-v4-pro,ELIGIBLE,digital technologies,EXPLORED,1.0,Digital technologies is a broad foundational term already central to the research domain and thus not a distinct gap.
deepseek:deepseek-v4-pro,ELIGIBLE,digital technology,EXPLORED,1.0,"Lexical variant of the foundational digital technologies construct, already central to the domain."
deepseek:deepseek-v4-pro,ELIGIBLE,disruptive innovation,EXPLORED,2.0,Disruptive innovation is a well-established theory extensively applied to digital transformation and incumbent strategy.
deepseek:deepseek-v4-pro,ELIGIBLE,emerging market,GAP,4.0,Emerging market digital transformation is a context with growing but still incomplete integration with dynamic capability and mediation research.
deepseek:deepseek-v4-pro,ELIGIBLE,emerging technologies,EXPLORED,2.0,Emerging technologies is a broad umbrella term already central to technology adoption and innovation studies.
deepseek:deepseek-v4-pro,ELIGIBLE,enterprise agility,EXPLORED,2.0,Enterprise agility is an already well-established dynamic capability and outcome in digital transformation research.
deepseek:deepseek-v4-pro,ELIGIBLE,family business,GAP,5.0,Family business digital transformation is a specific context that remains comparatively underexplored in relation to dynamic capabilities.
deepseek:deepseek-v4-pro,ELIGIBLE,financial performance,EXPLORED,1.0,Financial performance is a standard dependent variable extensively used in digital transformation and strategy research.
deepseek:deepseek-v4-pro,ELIGIBLE,green innovation,GAP,5.0,"Green innovation is an emerging performance outcome at the intersection of digital transformation and sustainability, with remaining research potential."
deepseek:deepseek-v4-pro,ELIGIBLE,innovation performance,EXPLORED,1.0,Innovation performance is a standard outcome variable already extensively linked to digital technology adoption.
deepseek:deepseek-v4-pro,ELIGIBLE,innovative culture,EXPLORED,2.0,Innovative culture is a well-recognised organisational enabler of digital transformation already widely studied.
deepseek:deepseek-v4-pro,ELIGIBLE,intellectual capital,EXPLORED,2.0,Intellectual capital is an established knowledge-based construct already applied in technology and innovation research.
deepseek:deepseek-v4-pro,ELIGIBLE,managerial cognition,GAP,7.0,Managerial cognition is a promising microfoundation of dynamic capabilities in digital transformation but remains empirically underexplored.
deepseek:deepseek-v4-pro,ELIGIBLE,manufacturing digitalization,EXPLORED,2.0,Manufacturing digitalization is an extensively studied sectoral context within Industry 4.0 and digital transformation research.
deepseek:deepseek-v4-pro,ELIGIBLE,market performance,EXPLORED,1.0,Market performance is a standard outcome variable already ubiquitous in digital transformation studies.
deepseek:deepseek-v4-pro,ELIGIBLE,mittelstand firms,GAP,5.0,"Mittelstand firms offer a specific context where digital transformation and dynamic capabilities are studied but not exhaustively, leaving context-specific mechanisms underexplored."
deepseek:deepseek-v4-pro,ELIGIBLE,multimedia mindset,LOW IMPORTANCE,1.0,The term is not a recognized organizational construct and has no clear theoretical value for digital transformation research.
deepseek:deepseek-v4-pro,ELIGIBLE,organisational remodelling,EXPLORED,2.0,"This is a lexical variant of organizational restructuring/transformation, which is already a well-established area."
deepseek:deepseek-v4-pro,ELIGIBLE,organizational adaptability,EXPLORED,1.0,Organizational adaptability is a core dynamic capability and has been extensively examined in strategy and change research.
deepseek:deepseek-v4-pro,ELIGIBLE,organizational innovation,EXPLORED,1.0,Organizational innovation is a dominant construct with a very large and mature literature.
deepseek:deepseek-v4-pro,ELIGIBLE,organizational readiness,EXPLORED,2.0,Organizational readiness is an established change-management and technology-adoption construct widely studied as an antecedent or mediator.
deepseek:deepseek-v4-pro,ELIGIBLE,organizational resilience,GAP,5.0,"Organizational resilience is increasingly studied, but its mediating role in digital transformation of established firms remains only partially explored."
deepseek:deepseek-v4-pro,ELIGIBLE,process development,LOW IMPORTANCE,2.0,"Process development is an under-specified, generic operational term that does not identify a distinct mediating mechanism in this context."
deepseek:deepseek-v4-pro,ELIGIBLE,process-based perspective,EXPLORED,2.0,The process-based perspective is a well-established theoretical lens in strategy and organization studies.
deepseek:deepseek-v4-pro,ELIGIBLE,relational collaboration,LOW IMPORTANCE,1.0,"Relational collaboration is an awkward, theoretically vague term that does not denote a distinct construct in this domain."
deepseek:deepseek-v4-pro,ELIGIBLE,response performance,LOW IMPORTANCE,1.0,Response performance is an ambiguous performance label without clear theoretical meaning for this research problem.
deepseek:deepseek-v4-pro,ELIGIBLE,smart factory,GAP,5.0,Smart factory is a specific digital transformation setting with emerging but incomplete evidence on the organizational mechanisms and capabilities involved.
deepseek:deepseek-v4-pro,ELIGIBLE,social capital,EXPLORED,1.0,Social capital is a dominant social resource construct extensively studied across strategy and organization research.
deepseek:deepseek-v4-pro,ELIGIBLE,social media,EXPLORED,2.0,Social media is a specific technology whose adoption and performance effects are already heavily researched.
deepseek:deepseek-v4-pro,ELIGIBLE,strategic aggressiveness,GAP,6.0,"Strategic aggressiveness is a less-examined strategic orientation in digital transformation and dynamic capability research, offering remaining potential."
deepseek:deepseek-v4-pro,ELIGIBLE,strategic agility,GAP,4.0,"Strategic agility is frequently linked to digital transformation, but its precise mediating mechanisms remain only partially specified."
deepseek:deepseek-v4-pro,ELIGIBLE,strategic planning,EXPLORED,1.0,Strategic planning is a classical strategy area with a large body of research and limited novelty in this context.
deepseek:deepseek-v4-pro,ELIGIBLE,strategic renewal,EXPLORED,2.0,Strategic renewal is an established construct central to strategic change and corporate entrepreneurship research.
deepseek:deepseek-v4-pro,ELIGIBLE,technology adoption,EXPLORED,1.0,Technology adoption is one of the most extensively studied topics in IS and innovation research.
deepseek:deepseek-v4-pro,ELIGIBLE,technology disruption,EXPLORED,2.0,"Technology disruption is a well-known area, with digital disruption and disruptive innovation already extensively conceptualized."
xai:grok-4.5,ELIGIBLE,absorptive capacity,EXPLORED,2.0,Core dynamic-capabilities construct extensively linked to technology adoption and firm performance in established strategic-management literature.
xai:grok-4.5,ELIGIBLE,change management,EXPLORED,2.0,Long-standing organisational mechanism repeatedly examined as a mediator of digital and strategic transformation in established firms.
xai:grok-4.5,ELIGIBLE,collaborative innovation,GAP,5.0,"Partially mapped as an open-innovation pathway, yet its precise mediating role between digital-technology adoption and performance under dynamic capabilities remains under-specified."
xai:grok-4.5,ELIGIBLE,company performance,EXPLORED,1.0,Generic dependent variable already saturating the digital-transformation and dynamic-capabilities literatures.
xai:grok-4.5,ELIGIBLE,design capabilities,GAP,7.0,Emerging organisational capability rarely examined as a micro-foundation that enables digital transformation and mediates performance outcomes.
xai:grok-4.5,ELIGIBLE,differentiation strategy,EXPLORED,2.0,Classic competitive-strategy construct thoroughly integrated into digital-disruption and performance studies.
xai:grok-4.5,ELIGIBLE,digital barriers,GAP,5.0,"Identified obstacles to digitalisation exist, but their interaction with dynamic capabilities and mediating organisational mechanisms is still thinly theorised."
xai:grok-4.5,ELIGIBLE,digital disruption,EXPLORED,2.0,Dominant framing of external technological shock already extensively treated in strategic-management and organisation studies.
xai:grok-4.5,ELIGIBLE,digital literacy,GAP,6.0,Nascent organisational and managerial competence whose mediating function between technology adoption and performance is only beginning to be unpacked.
xai:grok-4.5,ELIGIBLE,digital platforms,EXPLORED,2.0,Heavily researched technological and organisational form central to digital-transformation scholarship.
xai:grok-4.5,ELIGIBLE,digital technologies,EXPLORED,1.0,Core independent construct of the stated research problem and already ubiquitous in the literature.
xai:grok-4.5,ELIGIBLE,digital technology,EXPLORED,1.0,Lexical variant of the dominant ‘digital technologies’ construct offering no additional conceptual space.
xai:grok-4.5,ELIGIBLE,disruptive innovation,EXPLORED,2.0,Foundational Christensen-derived concept exhaustively applied to digital transformation of established firms.
xai:grok-4.5,ELIGIBLE,emerging market,GAP,5.0,Contextual setting with growing but still incomplete evidence on how dynamic capabilities drive digital transformation and performance.
xai:grok-4.5,ELIGIBLE,emerging technologies,EXPLORED,2.0,Broad label largely overlapping with digital technologies already central to the research domain.
xai:grok-4.5,ELIGIBLE,enterprise agility,GAP,4.0,Related to dynamic capabilities yet still incompletely specified as a mediating organisational mechanism in digital transformation.
xai:grok-4.5,ELIGIBLE,family business,GAP,6.0,Distinct governance and resource context whose digital-transformation pathways and capability mediators remain comparatively under-researched.
xai:grok-4.5,ELIGIBLE,financial performance,EXPLORED,1.0,Standard outcome metric already saturated in studies linking digital adoption to firm results.
xai:grok-4.5,ELIGIBLE,green innovation,GAP,6.0,Intersection of sustainability-oriented innovation with digital transformation and dynamic capabilities is only sparsely examined.
xai:grok-4.5,ELIGIBLE,innovation performance,EXPLORED,2.0,Common proximal outcome already extensively modelled in digital-technology and capability studies.
xai:grok-4.5,ELIGIBLE,innovative culture,GAP,4.0,"Recognised cultural mediator, yet its precise interplay with dynamic capabilities in digital transformation of established firms needs deeper treatment."
xai:grok-4.5,ELIGIBLE,intellectual capital,GAP,4.0,"Knowledge-based resource linked to capabilities, but its mediating role in digital-technology–performance relationships is only moderately developed."
xai:grok-4.5,ELIGIBLE,managerial cognition,GAP,7.0,Critical micro-foundation of dynamic capabilities whose influence on digital-transformation decisions and mediating mechanisms remains underexplored.
xai:grok-4.5,ELIGIBLE,manufacturing digitalization,GAP,4.0,Sector-specific instantiation of digital transformation with remaining gaps concerning capability-enabled performance pathways.
xai:grok-4.5,ELIGIBLE,market performance,EXPLORED,1.0,Generic performance dimension already routinely employed as a dependent variable in the domain.
xai:grok-4.5,ELIGIBLE,mittelstand firms,GAP,5.0,Specific institutional context of German mid-sized established firms whose dynamic-capability pathways in digital transformation remain only partially mapped.
xai:grok-4.5,ELIGIBLE,multimedia mindset,NOISE,1.0,Not a recognised construct in strategic management or digital-transformation research and lacks conceivable theoretical linkage to the problem.
xai:grok-4.5,ELIGIBLE,organisational remodelling,GAP,5.0,Points to structural and design mechanisms that may mediate technology adoption and performance yet are still under-specified in the dynamic-capabilities literature.
xai:grok-4.5,ELIGIBLE,organizational adaptability,EXPLORED,2.0,Core dimension of dynamic capabilities already extensively theorised and empirically examined in digital-change settings.
xai:grok-4.5,ELIGIBLE,organizational innovation,EXPLORED,2.0,"Mature, broad research stream whose links to capability and performance are already well established."
xai:grok-4.5,ELIGIBLE,organizational readiness,GAP,4.0,Relevant mediating condition for digital transformation that appears in the literature but is not exhaustively integrated with dynamic-capabilities mechanisms.
xai:grok-4.5,ELIGIBLE,organizational resilience,GAP,3.0,"Increasingly linked to dynamic capabilities, yet the precise mediating role in established firms’ digital transformation still offers research openings."
xai:grok-4.5,ELIGIBLE,process development,LOW IMPORTANCE,2.0,Generic operational phrase that adds little distinctive theoretical value to the stated research problem.
xai:grok-4.5,ELIGIBLE,process-based perspective,METHOD,2.0,Denotes an analytical framing rather than a substantive phenomenon or gap.
xai:grok-4.5,ELIGIBLE,relational collaboration,GAP,4.0,Inter- and intra-organisational relational mechanisms that may translate digital adoption into performance remain only partially articulated.
xai:grok-4.5,ELIGIBLE,response performance,LOW IMPORTANCE,2.0,Vague performance wording without clear theoretical anchoring in strategy or digital-transformation research.
xai:grok-4.5,ELIGIBLE,smart factory,EXPLORED,2.0,Established Industry 4.0 construct already extensively studied in manufacturing digital-transformation research.
xai:grok-4.5,ELIGIBLE,social capital,EXPLORED,2.0,"Classic, well-documented construct routinely used to explain capability building and performance."
xai:grok-4.5,ELIGIBLE,social media,EXPLORED,1.0,Specific digital technology whose adoption and performance effects are already widely documented.
xai:grok-4.5,ELIGIBLE,strategic aggressiveness,GAP,5.0,Comparatively uncommon strategic-posture construct that could illuminate heterogeneous digital-transformation outcomes.
xai:grok-4.5,ELIGIBLE,strategic agility,EXPLORED,2.0,Closely overlapping with dynamic capabilities and already heavily researched in digital-transformation contexts.
xai:grok-4.5,ELIGIBLE,strategic planning,EXPLORED,1.0,Classical strategy-process topic with vast existing literature and minimal novelty for this problem.
xai:grok-4.5,ELIGIBLE,strategic renewal,GAP,4.0,Central process for established firms that still offers mechanistic research opportunities at the digital-capabilities interface.
xai:grok-4.5,ELIGIBLE,technology adoption,EXPLORED,1.0,Core independent variable of the research problem already saturated across IS and strategy literatures.
